"声優","出演数","メイン","メイン率"
"秋田まどか","27","0","0.0"
"壱智村小真","27","4","0.14814814814814814"
"大坪由佳","27","15","0.5555555555555556"
"大村歌奈","27","0","0.0"
"稀代桜子","27","0","0.0"
"近野真昼","27","0","0.0"
"斎藤楓子","27","5","0.18518518518518517"
"すずき紀子","27","0","0.0"
"玉木佑和","27","0","0.0"
"戸田めぐみ","27","2","0.07407407407407407"
"仲西環","27","4","0.14814814814814814"
"南里侑香","27","0","0.0"
"樋口あかり","27","0","0.0"
"平田宏美","27","4","0.14814814814814814"
"三橋加奈子","27","5","0.18518518518518517"
"吉田真弓 (声優)","27","7","0.25925925925925924"
"青羽美代子","26","0","0.0"
"秋元千賀子","26","0","0.0"
"小幡記子","26","0","0.0"
"小橋知子","26","2","0.07692307692307693"
"阪田佳代","26","2","0.07692307692307693"
"佐久間なつみ","26","0","0.0"
"佐々木菜摘","26","1","0.038461538461538464"
"佐藤美由希","26","2","0.07692307692307693"
"設楽麻美","26","0","0.0"
"下地紫野","26","2","0.07692307692307693"
"白石文子","26","2","0.07692307692307693"
"鈴木絵理","26","5","0.19230769230769232"
"環有希","26","2","0.07692307692307693"
"玉木有紀子","26","2","0.07692307692307693"
"知桐京子","26","1","0.038461538461538464"
"冨岡美沙子","26","0","0.0"
"友近恵子","26","0","0.0"
"友永朱音","26","4","0.15384615384615385"
"原嶋あかり","26","0","0.0"
"平田絵里子","26","0","0.0"
"福井裕佳梨","26","11","0.4230769230769231"
"又吉愛","26","1","0.038461538461538464"
"宮村優子 (声優)","26","15","0.5769230769230769"
"山口理恵","26","3","0.11538461538461539"
"伊東久美子","25","0","0.0"
"大橋彩香","25","15","0.6"
"岡嶋妙","25","5","0.2"
"佳川紘子","25","0","0.0"
"柿沼紫乃","25","0","0.0"
"菊池紘子","25","0","0.0"
"来宮良子","25","0","0.0"
"くればやしたくみ","25","0","0.0"
"呉林卓美","25","0","0.0"
"小林晃子","25","0","0.0"
"小林美佐","25","1","0.04"
"咲乃藍里","25","0","0.0"
"佐藤有世","25","0","0.0"
"千菅春香","25","6","0.24"
"鉄炮塚葉子","25","5","0.2"
"寺内よりえ","25","0","0.0"
"徳永愛","25","4","0.16"
"松浦チエ","25","0","0.0"
"まつだ志緒理","25","0","0.0"
"持月玲依","25","2","0.08"
"桃森すもも","25","0","0.0"
"吉原ナツキ","25","0","0.0"
"AKIKO (声優)","24","0","0.0"
"朝井彩加","24","6","0.25"
"亜城めぐ","24","0","0.0"
"東美江","24","0","0.0"
"安達まり","24","0","0.0"
"新千恵子","24","0","0.0"
"井浦愛","24","0","0.0"
"稲村優奈","24","7","0.2916666666666667"
"上田純子","24","0","0.0"
"大野エリ","24","0","0.0"
"岡田幸子","24","0","0.0"
"落合るみ","24","0","0.0"
"杉山育美","24","0","0.0"
"椿理沙","24","0","0.0"
"中澤やよい","24","0","0.0"
"夏川椎菜","24","4","0.16666666666666666"
"堀口あすか","24","0","0.0"
"森千晃","24","0","0.0"
"門田幸子 (声優)","24","0","0.0"
"赤土眞弓","23","0","0.0"
"井上美紀","23","0","0.0"
"上田みゆき (声優)","23","4","0.17391304347826086"
"恵比寿まさ子","23","0","0.0"
"江里夏","23","3","0.13043478260869565"
"大橋歩夕","23","7","0.30434782608695654"
"小笠原亜里沙","23","1","0.043478260869565216"
"尾田木美衣","23","0","0.0"
"神田みか","23","0","0.0"
"喜多道枝","23","0","0.0"
"金香里","23","0","0.0"
"桜川朝恵","23","0","0.0"
"沢口千恵","23","0","0.0"
"鈴木菜穂子","23","0","0.0"
"瀬那歩美","23","0","0.0"
"高橋理恵子","23","2","0.08695652173913043"
"滝万沙子","23","0","0.0"
"多岐川まり子","23","0","0.0"
"仲尾あづさ","23","0","0.0"
"長妻樹里","23","6","0.2608695652173913"
"沼波輝枝","23","0","0.0"
"又村奈緒美","23","0","0.0"
"宮崎羽衣","23","14","0.6086956521739131"
"宮島依里","23","0","0.0"
"宮武みか","23","0","0.0"
"宮原永海","23","7","0.30434782608695654"
"吉住梢","23","1","0.043478260869565216"
"芳野由奈","23","1","0.043478260869565216"
"渡部優衣","23","13","0.5652173913043478"
"阿久津加菜","22","1","0.045454545454545456"
"浅井晴美","22","0","0.0"
"石川桃子","22","0","0.0"
"鷄冠井美智子","22","0","0.0"
"小島悠理","22","0","0.0"
"佐土原かおり","22","4","0.18181818181818182"
"柴田由美子 (声優)","22","0","0.0"
"高口幸子","22","3","0.13636363636363635"
"高倉有加","22","0","0.0"
"伊達朱里紗","22","3","0.13636363636363635"
"田中晶子 (声優)","22","0","0.0"
"中村尚子","22","0","0.0"
"永吉ユカ","22","0","0.0"
"永吉由佳","22","0","0.0"
"野沢由香里","22","0","0.0"
"原島梢","22","0","0.0"
"日笠山亜美","22","0","0.0"
"東内マリ子","22","1","0.045454545454545456"
"廣田詩夢","22","2","0.09090909090909091"
"松下こみな","22","0","0.0"
"松下木聖","22","0","0.0"
"森田樹優","22","0","0.0"
"山岡ゆり","22","8","0.36363636363636365"
"山田礼子","22","0","0.0"
"力丸乃りこ","22","8","0.36363636363636365"
"麻丘夏未","21","0","0.0"
"安藤ありさ","21","0","0.0"
"伊藤舞子","21","0","0.0"
"遠藤晴","21","0","0.0"
"小野未喜","21","0","0.0"
"小野美幸","21","0","0.0"
"唐沢潤","21","0","0.0"
"木村まどか","21","1","0.047619047619047616"
"高坂真琴","21","0","0.0"
"幸田夢波","21","1","0.047619047619047616"
"斉藤梨絵","21","2","0.09523809523809523"
"しもがまちあき","21","0","0.0"
"菅谷弥生","21","0","0.0"
"中西裕美子","21","0","0.0"
"中村桜","21","1","0.047619047619047616"
"野本絵理","21","0","0.0"
"橋本まい","21","3","0.14285714285714285"
"馬田賀弥子","21","0","0.0"
"花形恵子","21","0","0.0"
"花村怜美","21","2","0.09523809523809523"
"町井美紀","21","0","0.0"
"的井香織","21","0","0.0"
"みうらうらら","21","0","0.0"
"三浦七緒子","21","0","0.0"
"三澤紗千香","21","8","0.38095238095238093"
"水城レナ","21","1","0.047619047619047616"
"水野愛日","21","4","0.19047619047619047"
"山本嘉子","21","0","0.0"
"吉田仁美","21","2","0.09523809523809523"
"相川奈都姫","20","1","0.05"
"飯島美春","20","0","0.0"
"石川由依","20","7","0.35"
"井関佳子","20","0","0.0"
"一木千洋","20","0","0.0"
"宇乃音亜季","20","0","0.0"
"大久保藍子","20","1","0.05"
"おみむらまゆこ","20","5","0.25"
"喜多丘千陽","20","4","0.2"
"楠田亜衣奈","20","5","0.25"
"黒須薫","20","0","0.0"
"兒玉彩伽","20","0","0.0"
"児玉孝子","20","0","0.0"
"小林美奈","20","0","0.0"
"小山裕香","20","0","0.0"
"近藤唯","20","3","0.15"
"さかいかな","20","7","0.35"
"佐藤なる美","20","6","0.3"
"清水彩香","20","1","0.05"
"志村由美","20","0","0.0"
"須加みき","20","0","0.0"
"住友優子","20","0","0.0"
"田澤茉純","20","3","0.15"
"藤堂まり","20","0","0.0"
"長谷優里奈","20","9","0.45"
"藤夏子","20","0","0.0"
"峯香織","20","1","0.05"
"安井絵里","20","1","0.05"
"和久田み晴","20","0","0.0"
"荒川美穂","19","6","0.3157894736842105"
"荒浪和沙","19","2","0.10526315789473684"
"伊藤亜矢子","19","0","0.0"
"岩村琴美","19","0","0.0"
"うえだ星子","19","0","0.0"
"遠藤みやこ","19","0","0.0"
"大坂史子","19","0","0.0"
"笠原あきら","19","0","0.0"
"亀岡真美","19","0","0.0"
"菊地美香","19","5","0.2631578947368421"
"桑原由気","19","3","0.15789473684210525"
"光明寺敬子","19","0","0.0"
"清水マリ","19","6","0.3157894736842105"
"園田恵子","19","0","0.0"
"高山ゆうこ","19","0","0.0"
"田所あずさ","19","9","0.47368421052631576"
"中村繪里子","19","6","0.3157894736842105"
"西口杏里沙","19","2","0.10526315789473684"
"新田万紀子","19","0","0.0"
"信澤三惠子","19","0","0.0"
"早坂愛","19","0","0.0"
"原由実","19","7","0.3684210526315789"
"弘中くみ子","19","0","0.0"
"松下美由紀","19","0","0.0"
"丸山有香","19","0","0.0"
"宮崎恵子","19","0","0.0"
"相沢恵子","18","0","0.0"
"相橋愛子","18","0","0.0"
"阿川りょう","18","0","0.0"
"麻倉もも","18","1","0.05555555555555555"
"阿部道子 (声優)","18","0","0.0"
"天田有希子","18","0","0.0"
"石塚理恵","18","0","0.0"
"一色まゆ","18","0","0.0"
"大津田裕美","18","0","0.0"
"久保さゆり","18","0","0.0"
"久保田恵","18","2","0.1111111111111111"
"高野麻里佳","18","1","0.05555555555555555"
"児玉明日美","18","0","0.0"
"笹本菜津枝","18","0","0.0"
"田辺留依","18","4","0.2222222222222222"
"天神林ともみ","18","0","0.0"
"中塚玲","18","0","0.0"
"新山志保","18","5","0.2777777777777778"
"平尾明香","18","0","0.0"
"藤生聖子","18","0","0.0"
"松岡美佳","18","0","0.0"
"溝邉祐子","18","0","0.0"
"翠準子","18","0","0.0"
"宗形智子","18","0","0.0"
"山門久美","18","0","0.0"
"吉沢希梨","18","0","0.0"
"麻生かほ里","17","1","0.058823529411764705"
"有島モユ","17","1","0.058823529411764705"
"石黒千尋","17","0","0.0"
"井ノ上奈々","17","5","0.29411764705882354"
"色川京子","17","0","0.0"
"大室佳奈","17","0","0.0"
"大山のぶ代","17","10","0.5882352941176471"
"神崎ちろ","17","0","0.0"
"木下鈴奈","17","2","0.11764705882352941"
"黒田弥生","17","3","0.17647058823529413"
"こじまかずこ","17","1","0.058823529411764705"
"小谷伸子","17","0","0.0"
"近藤光世","17","0","0.0"
"近藤玲子 (声優)","17","0","0.0"
"下田レイ","17","0","0.0"
"住友七絵","17","0","0.0"
"芹澤優","17","7","0.4117647058823529"
"田上由希子","17","0","0.0"
"多田このみ","17","3","0.17647058823529413"
"綱掛裕美","17","0","0.0"
"中嶋佳葉","17","0","0.0"
"中津真莉","17","3","0.17647058823529413"
"NOBUKO","17","0","0.0"
"長谷川静香","17","1","0.058823529411764705"
"福井美樹","17","0","0.0"
"福島おりね","17","1","0.058823529411764705"
"水野マリコ","17","3","0.17647058823529413"
"宮寺智子","17","0","0.0"
"安田美和","17","1","0.058823529411764705"
"山崎エリイ","17","9","0.5294117647058824"
"吉岡さくら","17","0","0.0"
"吉倉万里","17","0","0.0"
"赤池裕美子","16","0","0.0"
"綾瀬有","16","0","0.0"
"安西英美","16","0","0.0"
"泉久実子","16","0","0.0"
"一木美名子","16","0","0.0"
"伊月ゆい","16","3","0.1875"
"加納千秋","16","0","0.0"
"神田和佳","16","0","0.0"
"北川里奈","16","1","0.0625"
"此島愛子","16","0","0.0"
"近藤佳奈子","16","2","0.125"
"鈴木裕美子 (声優)","16","0","0.0"
"須藤絵里花","16","0","0.0"
"須藤沙織","16","0","0.0"
"須藤祐実","16","0","0.0"
"多緒都","16","0","0.0"
"高村章子","16","0","0.0"
"竹内恵美子","16","0","0.0"
"田野アサミ","16","3","0.1875"
"辻香織 (声優)","16","0","0.0"
"内藤有海","16","0","0.0"
"仲谷明香","16","4","0.25"
"七瀬亜深","16","0","0.0"
"野浜たまこ","16","0","0.0"
"萩原えみこ","16","2","0.125"
"萩原恵美子","16","2","0.125"
"服部加奈子","16","0","0.0"
"藤本教子","16","0","0.0"
"前田綾香","16","0","0.0"
"前田ちあき","16","0","0.0"
"松久保いほ","16","0","0.0"
"御崎朱美","16","0","0.0"
"味里","16","1","0.0625"
"水樹洵","16","0","0.0"
"水谷ケイコ","16","0","0.0"
"道添愛美","16","0","0.0"
"森優子 (声優)","16","0","0.0"
"行成とあ","16","0","0.0"
"吉川未来","16","0","0.0"
"あらいしずか","15","0","0.0"
"生駒治美","15","0","0.0"
"市原由美","15","0","0.0"
"今村彩夏","15","3","0.2"
"上村貴子","15","0","0.0"
"及川ひとみ","15","2","0.13333333333333333"
"大谷美貴","15","3","0.2"
"加藤みどり","15","5","0.3333333333333333"
"花藤蓮","15","0","0.0"
"川崎芽衣子","15","0","0.0"
"黒田由美","15","0","0.0"
"合田絵利","15","0","0.0"
"こたにともこ","15","3","0.2"
"小日向みわ","15","0","0.0"
"齊藤真紀","15","0","0.0"
"佐久間あい","15","0","0.0"
"笹森亜希","15","0","0.0"
"下山田綾華","15","0","0.0"
"杉原美和","15","0","0.0"
"瀬戸奈保子","15","0","0.0"
"たかしたみか","15","0","0.0"
"高橋まゆこ","15","0","0.0"
"竹村叔子","15","0","0.0"
"月野原みわ","15","0","0.0"
"徳光由禾","15","3","0.2"
"中島喜美栄","15","0","0.0"
"新田恵海","15","9","0.6"
"長谷美希","15","0","0.0"
"馬場澄江","15","0","0.0"
"林沙織","15","1","0.06666666666666667"
"春井柚佳","15","0","0.0"
"火野カチ子","15","0","0.0"
"広津佑希子","15","0","0.0"
"深田愛衣","15","1","0.06666666666666667"
"藤田茜","15","1","0.06666666666666667"
"藤巻恵理子","15","3","0.2"
"別井友美","15","0","0.0"
"前田沙耶香","15","0","0.0"
"満仲由紀子","15","1","0.06666666666666667"
"水間まき","15","1","0.06666666666666667"
"本美奈子","15","0","0.0"
"諸富有香","15","0","0.0"
"八百屋杏","15","0","0.0"
"山崎依里奈","15","0","0.0"
"結下みちる","15","1","0.06666666666666667"
"弓場沙織","15","0","0.0"
"渡辺智美","15","0","0.0"
"相坂優歌","14","8","0.5714285714285714"
"青木紀子","14","0","0.0"
"麻生みつ子","14","0","0.0"
"雨宮かずみ","14","0","0.0"
"内村史子","14","2","0.14285714285714285"
"大沢千秋","14","0","0.0"
"KAORI.","14","3","0.21428571428571427"
"片石千春","14","0","0.0"
"川島悠美","14","0","0.0"
"川菜明子","14","3","0.21428571428571427"
"川菜翠","14","3","0.21428571428571427"
"木藤玲子","14","0","0.0"
"きのしたゆうこ","14","0","0.0"
"楠見藍子","14","0","0.0"
"久梨原れな","14","0","0.0"
"小池亜希子","14","0","0.0"
"小島めぐみ","14","2","0.14285714285714285"
"後藤真寿美","14","0","0.0"
"小林愛","14","1","0.07142857142857142"
"阪田伊都","14","0","0.0"
"佐々木亜紀 (声優)","14","0","0.0"
"沢田泉","14","0","0.0"
"新谷真弓","14","1","0.07142857142857142"
"杉田郁子","14","0","0.0"
"鈴木カオリ","14","3","0.21428571428571427"
"高田初美","14","1","0.07142857142857142"
"田村聖子","14","0","0.0"
"塚田恵美子","14","0","0.0"
"津野田なるみ","14","0","0.0"
"寺瀬今日子","14","0","0.0"
"新田早規","14","0","0.0"
"丹羽紫保里","14","0","0.0"
"長谷川明子","14","2","0.14285714285714285"
"波田野由衣","14","0","0.0"
"原優子","14","3","0.21428571428571427"
"板東愛","14","0","0.0"
"疋田由香里","14","0","0.0"
"疋田涼子","14","0","0.0"
"平辻朝子","14","0","0.0"
"福沙奈恵","14","1","0.07142857142857142"
"文月くん","14","1","0.07142857142857142"
"本渡楓","14","2","0.14285714285714285"
"松島栄利子","14","0","0.0"
"丸山ゆう","14","0","0.0"
"山口享佑子","14","0","0.0"
"山崎バニラ","14","0","0.0"
"弥生みつき","14","0","0.0"
"雪絵玲那","14","0","0.0"
"朝香雅恵","13","0","0.0"
"阿部彬名","13","2","0.15384615384615385"
"荒川美奈子","13","0","0.0"
"池田ひかる","13","2","0.15384615384615385"
"岩村愛子","13","1","0.07692307692307693"
"内海慶子","13","0","0.0"
"梅里紗生","13","0","0.0"
"エナポゥ","13","0","0.0"
"岡田恵","13","0","0.0"
"神山まさみ","13","0","0.0"
"岸本百恵","13","0","0.0"
"日下ちひろ","13","0","0.0"
"楠浩子","13","0","0.0"
"古城望","13","0","0.0"
"小寺麻未","13","0","0.0"
"後藤友香里","13","0","0.0"
"榊原ゆい","13","4","0.3076923076923077"
"佐々木静香","13","0","0.0"
"佐藤亜美菜","13","3","0.23076923076923078"
"佐藤恵 (声優)","13","0","0.0"
"篠原あけみ","13","0","0.0"
"島ゆうこ","13","0","0.0"
"神保なおみ","13","4","0.3076923076923077"
"末柄里恵","13","2","0.15384615384615385"
"千本木彩花","13","2","0.15384615384615385"
"大黒優美子","13","0","0.0"
"互野ちひろ","13","0","0.0"
"高野麻美","13","1","0.07692307692307693"
"高橋里枝","13","0","0.0"
"高山ゆかり","13","0","0.0"
"津川祝子","13","0","0.0"
"津田沼真利","13","4","0.3076923076923077"
"東城日沙子","13","2","0.15384615384615385"
"中世明日香","13","2","0.15384615384615385"
"鳴海エリカ","13","4","0.3076923076923077"
"西優子","13","0","0.0"
"西川葉月","13","0","0.0"
"飛志津ゆかり","13","0","0.0"
"福原綾香","13","3","0.23076923076923078"
"ふしだ里穂","13","0","0.0"
"前田このみ (声優)","13","0","0.0"
"前田雅恵","13","0","0.0"
"槙口みき","13","0","0.0"
"三咲麻里","13","0","0.0"
"溝脇しほみ","13","1","0.07692307692307693"
"水杜明寿香","13","1","0.07692307692307693"
"村上はるみ","13","0","0.0"
"もものはるな","13","1","0.07692307692307693"
"安田早希","13","0","0.0"
"山田きのこ","13","1","0.07692307692307693"
"悠渚佳代","13","0","0.0"
"渡辺典子 (声優)","13","0","0.0"
"明石香織","12","0","0.0"
"紅波柚香","12","0","0.0"
"安藤麻吹","12","0","0.0"
"飯塚麻結","12","1","0.08333333333333333"
"石井七央子","12","0","0.0"
"磯村知美","12","3","0.25"
"犬山イヌコ","12","12","1.0"
"上田のりこ","12","0","0.0"
"榎本充希子","12","0","0.0"
"大津愛理","12","0","0.0"
"大森日雅","12","3","0.25"
"叶木翔子","12","0","0.0"
"鬼頭明里","12","1","0.08333333333333333"
"小池いずみ","12","0","0.0"
"斉藤祐子","12","0","0.0"
"坂井寿美江","12","0","0.0"
"榊原奈緒子","12","0","0.0"
"坂戸こまつな","12","0","0.0"
"佐久間純子","12","0","0.0"
"佐藤あずさ","12","2","0.16666666666666666"
"志乃宮風子","12","0","0.0"
"島涼香","12","2","0.16666666666666666"
"嶋崎はるか","12","2","0.16666666666666666"
"清水理沙","12","1","0.08333333333333333"
"進藤こころ","12","0","0.0"
"瀬能礼子","12","0","0.0"
"太地琴恵","12","0","0.0"
"田上和枝","12","6","0.5"
"橘ひかり","12","1","0.08333333333333333"
"土谷麻貴","12","0","0.0"
"土屋真由美","12","0","0.0"
"戸田亜紀子","12","0","0.0"
"新谷恵","12","0","0.0"
"花守ゆみり","12","4","0.3333333333333333"
"星河舞","12","0","0.0"
"星野千寿子","12","0","0.0"
"堀池円","12","2","0.16666666666666666"
"堀川千華","12","1","0.08333333333333333"
"牧島有希","12","0","0.0"
"槇原千夏","12","0","0.0"
"松原雅子","12","0","0.0"
"まつもとみわ","12","0","0.0"
"美木沙文","12","1","0.08333333333333333"
"水倉久美子","12","0","0.0"
"瑞沢渓","12","2","0.16666666666666666"
"宮下富三子","12","0","0.0"
"宮本侑芽","12","2","0.16666666666666666"
"棟方真梨子","12","0","0.0"
"矢澤喜代美","12","0","0.0"
"柳原みわ","12","0","0.0"
"山下七海","12","4","0.3333333333333333"
"山下百合恵","12","1","0.08333333333333333"
"吉岡麻耶","12","2","0.16666666666666666"
"吉田麻子","12","0","0.0"
"吉竹範子","12","0","0.0"
"佳村はるか","12","4","0.3333333333333333"
"米本千珠","12","0","0.0"
"足立朱美","11","0","0.0"
"池辺久美子","11","1","0.09090909090909091"
"石原絵理子","11","1","0.09090909090909091"
"伊藤美来","11","5","0.45454545454545453"
"井上富美子","11","0","0.0"
"今瀬未知","11","0","0.0"
"内田愛美","11","1","0.09090909090909091"
"大竹みゆ","11","0","0.0"
"小笠原早紀","11","1","0.09090909090909091"
"小野寺啓子","11","0","0.0"
"香椎くに子","11","0","0.0"
"加藤沙織","11","0","0.0"
"河合久美","11","2","0.18181818181818182"
"清都ありさ","11","1","0.09090909090909091"
"黒崎彩子","11","0","0.0"
"黒沢ともよ","11","7","0.6363636363636364"
"國分優香里","11","3","0.2727272727272727"
"彩木香里","11","0","0.0"
"阪口あや","11","0","0.0"
"笹井千恵子","11","0","0.0"
"佐々木愛 (声優)","11","0","0.0"
"JENYA","11","0","0.0"
"塩野アンリ","11","0","0.0"
"白川愛実","11","0","0.0"
"鈴木麗子","11","0","0.0"
"鈴木美咲","11","2","0.18181818181818182"
"高田千裕","11","0","0.0"
"竹田愛里","11","0","0.0"
"たなか久美","11","2","0.18181818181818182"
"田中真知子","11","0","0.0"
"近村望実","11","0","0.0"
"津島瑞穂","11","0","0.0"
"長尾明希","11","0","0.0"
"永木貴依子","11","0","0.0"
"長縄まりあ","11","4","0.36363636363636365"
"永堀美穂","11","1","0.09090909090909091"
"奈波果林","11","0","0.0"
"新名彩乃","11","4","0.36363636363636365"
"のざききいこ","11","0","0.0"
"畑中万里江","11","0","0.0"
"羽月理恵","11","0","0.0"
"浜野ゆうき","11","0","0.0"
"東野里加","11","0","0.0"
"平野妹","11","2","0.18181818181818182"
"平山笑美","11","2","0.18181818181818182"
"深川芹亜","11","1","0.09090909090909091"
"福島桂子","11","0","0.0"
"藤田奈央","11","1","0.09090909090909091"
"堀江ゆき","11","0","0.0"
"堀越知恵","11","0","0.0"
"松本彩乃","11","4","0.36363636363636365"
"丸塚香奈","11","0","0.0"
"水落幸子","11","0","0.0"
"皆瀬まりか","11","0","0.0"
"宮本茉奈","11","0","0.0"
"村瀬迪与","11","2","0.18181818181818182"
"森愛子","11","0","0.0"
"森ひろ子","11","0","0.0"
"森口芽衣","11","0","0.0"
"安原麗子","11","2","0.18181818181818182"
"山野さと子","11","0","0.0"
"山本彩乃","11","1","0.09090909090909091"
"吉川友佳子","11","0","0.0"
"吉田麻実","11","0","0.0"
"和田みちる","11","0","0.0"
"あいざわゆりか","10","0","0.0"
"秋谷智子","10","5","0.5"
"飯野茉優","10","0","0.0"
"五十嵐浩子","10","1","0.1"
"生田善子","10","2","0.2"
"石津彩","10","0","0.0"
"一龍斎貞弥","10","0","0.0"
"乾政子","10","0","0.0"
"上田愛美","10","0","0.0"
"遠藤勝代","10","0","0.0"
"大城松美","10","0","0.0"
"大野由佳","10","0","0.0"
"大前愛華","10","1","0.1"
"奥野香耶","10","4","0.4"
"尾高もえみ","10","0","0.0"
"小野綾子 (声優)","10","0","0.0"
"片浦寛子","10","0","0.0"
"片桐真衣","10","0","0.0"
"嘉山未紗","10","0","0.0"
"川路夏子","10","0","0.0"
"菊地晶子","10","0","0.0"
"くるまどあきこ","10","0","0.0"
"輦止亮子","10","0","0.0"
"小宮山絵理","10","0","0.0"
"小見山佳巳","10","0","0.0"
"紗上唄菜","10","0","0.0"
"坂本美里","10","0","0.0"
"紗川じゅん","10","0","0.0"
"佐々木智代","10","0","0.0"
"佐藤はな","10","0","0.0"
"佐藤ユリ","10","0","0.0"
"白石晴香","10","4","0.4"
"関根明子 (声優)","10","0","0.0"
"滝田樹里","10","0","0.0"
"田代有紀","10","0","0.0"
"橘凜","10","0","0.0"
"田中美海","10","4","0.4"
"民安ともえ","10","9","0.9"
"田村奈央","10","4","0.4"
"田村真紀","10","0","0.0"
"筒美奈子","10","0","0.0"
"寺本來可","10","0","0.0"
"堂ノ脇恭子","10","0","0.0"
"都丸ちよ","10","0","0.0"
"中川翔子","10","0","0.0"
"長久友紀","10","0","0.0"
"中島絵美","10","0","0.0"
"中島由貴 (声優)","10","2","0.2"
"仲村かおり","10","0","0.0"
"中村紀子子","10","0","0.0"
"仁後真耶子","10","4","0.4"
"西沢広香","10","0","0.0"
"野村香菜子","10","1","0.1"
"羽飼まり","10","0","0.0"
"蓮未エリナ","10","0","0.0"
"秦佐和子","10","4","0.4"
"林智子 (声優)","10","0","0.0"
"林真里花","10","0","0.0"
"半谷きみえ","10","0","0.0"
"藤枝成子","10","0","0.0"
"藤川由紀子","10","0","0.0"
"藤田記子","10","0","0.0"
"藤田美歌子","10","0","0.0"
"ふじたれいこ","10","0","0.0"
"藤村鼓乃美","10","0","0.0"
"古山あゆみ","10","0","0.0"
"ぶんごあつこ","10","0","0.0"
"北條紗彩","10","0","0.0"
"松崎亜希子","10","0","0.0"
"松田颯水","10","2","0.2"
"松田利冴","10","0","0.0"
"真山惠衣","10","0","0.0"
"丸山優子","10","0","0.0"
"三上遥香","10","0","0.0"
"ミルノ純","10","1","0.1"
"麦穂あんな","10","6","0.6"
"むたあきこ","10","1","0.1"
"森永千才","10","1","0.1"
"安田あきえ","10","0","0.0"
"安永沙都子","10","0","0.0"
"山口茜 (声優)","10","0","0.0"
"芳野美樹","10","0","0.0"
"米倉あや","10","0","0.0"
"茜屋日海夏","9","3","0.3333333333333333"
"あきやまかおる","9","0","0.0"
"飯田かおり","9","0","0.0"
"石井ゆかり (声優)","9","0","0.0"
"一田梨江","9","0","0.0"
"稲川英里","9","2","0.2222222222222222"
"井上奈々子","9","4","0.4444444444444444"
"遠藤ゆりか","9","2","0.2222222222222222"
"近江知永","9","2","0.2222222222222222"
"大久保ちか","9","0","0.0"
"岡田純子 (声優)","9","3","0.3333333333333333"
"岡本麻見","9","2","0.2222222222222222"
"尾崎恵","9","0","0.0"
"音宮つばさ","9","3","0.3333333333333333"
"貝塚珠美","9","0","0.0"
"利田優子","9","0","0.0"
"笠井律子","9","0","0.0"
"兼子由利子","9","0","0.0"
"久保田未夢","9","2","0.2222222222222222"
"倉持良子","9","0","0.0"
"好村俊子","9","0","0.0"
"小林さやか","9","0","0.0"
"小林真麻","9","0","0.0"
"小松美智子","9","0","0.0"
"小山さくら","9","0","0.0"
"齋藤綾","9","1","0.1111111111111111"
"桜木アミサ","9","1","0.1111111111111111"
"笹川亜矢奈","9","0","0.0"
"佐藤美佳子","9","1","0.1111111111111111"
"詩乃優花","9","0","0.0"
"篠田みなみ","9","2","0.2222222222222222"
"薛宏美","9","0","0.0"
"大東あき","9","0","0.0"
"タカオユキ","9","3","0.3333333333333333"
"高橋めぐる","9","3","0.3333333333333333"
"竹ノ内美奈子","9","0","0.0"
"谷口佳子","9","0","0.0"
"月宮みどり","9","2","0.2222222222222222"
"寺門仁美","9","0","0.0"
"徳島未彩","9","1","0.1111111111111111"
"中恵光城","9","0","0.0"
"長嶋はるか","9","2","0.2222222222222222"
"中西悠","9","0","0.0"
"中村ひろみ","9","2","0.2222222222222222"
"中山りえ子","9","0","0.0"
"ニーコ","9","2","0.2222222222222222"
"新田ひより","9","1","0.1111111111111111"
"能登有沙","9","2","0.2222222222222222"
"早川真由","9","0","0.0"
"藤野とも子","9","0","0.0"
"藤葉愛香","9","0","0.0"
"古谷あゆみ","9","0","0.0"
"堀井千砂","9","0","0.0"
"MAI (声優)","9","0","0.0"
"前川優子","9","0","0.0"
"牧野和子","9","0","0.0"
"真坂美帆","9","0","0.0"
"茉雪ちづる","9","0","0.0"
"三浦智子","9","0","0.0"
"三ッ木勇気","9","0","0.0"
"森なな子","9","0","0.0"
"柳井久代","9","0","0.0"
"山岡葉子","9","0","0.0"
"山口繭","9","1","0.1111111111111111"
"山口裕美子","9","0","0.0"
"山本亜衣 (声優)","9","0","0.0"
"山脇小径","9","0","0.0"
"優木かな","9","2","0.2222222222222222"
"吉田愛理","9","0","0.0"
"米村千冬","9","0","0.0"
"和氣あず未","9","2","0.2222222222222222"
"あかいとまと","8","0","0.0"
"尼子真理","8","0","0.0"
"井澤美香子","8","2","0.25"
"石嶋久仁子","8","0","0.0"
"井端珠里","8","0","0.0"
"江口美里","8","0","0.0"
"大関英里","8","1","0.125"
"大野まりな","8","1","0.125"
"岡のりこ","8","0","0.0"
"奥真紀子","8","0","0.0"
"尾崎真実","8","2","0.25"
"折戸マリ","8","0","0.0"
"金子有希","8","1","0.125"
"木村郁絵","8","0","0.0"
"喜代原まり","8","0","0.0"
"栗田ひづる","8","0","0.0"
"駒村クリ子","8","0","0.0"
"斉木香","8","0","0.0"
"斉藤庄子","8","0","0.0"
"桜井ちひろ","8","0","0.0"
"佐藤麻子","8","0","0.0"
"塩味かをる","8","0","0.0"
"鹿野潤","8","0","0.0"
