"声優","出演数","メイン","メイン率"
"池田千草","1","0","0.0"
"池田昌子","3","0","0.0"
"伊沢磨紀","6","0","0.0"
"石井ゆかり (声優)","8","0","0.0"
"石井ゆき","2","0","0.0"
"石川綾乃","6","0","0.0"
"石川悦子","1","0","0.0"
"石川桃子","4","0","0.0"
"石毛佐和","2","0","0.0"
"石嶋久仁子","3","0","0.0"
"石田嘉代","3","0","0.0"
"石橋美佳","4","0","0.0"
"石原舞","2","0","0.0"
"石松千恵美","5","0","0.0"
"石村知子","1","0","0.0"
"磯辺万沙子","5","0","0.0"
"一城みゆ希","8","0","0.0"
"一田梨江","1","0","0.0"
"一木千洋","20","0","0.0"
"一色まゆ","3","0","0.0"
"伊東久美子","1","0","0.0"
"伊藤葉純","3","0","0.0"
"伊藤はるか","4","0","0.0"
"伊藤美紀 (声優)","33","0","0.0"
"伊藤葉子","3","0","0.0"
"井上優佳","1","0","0.0"
"今井麻夏","7","0","0.0"
"今瀬未知","5","0","0.0"
"井本ケイ","2","0","0.0"
"岩男潤子","9","0","0.0"
"岩崎愛 (声優)","5","0","0.0"
"岩村愛子","5","0","0.0"
"初原千絵","7","0","0.0"
"上田茜","1","0","0.0"
"うえだ星子","5","0","0.0"
"上田のりこ","10","0","0.0"
"上田晴美","7","0","0.0"
"植竹香菜","5","0","0.0"
"上村典子","7","0","0.0"
"うさみともこ","4","0","0.0"
"牛田裕子","17","0","0.0"
"内海慶子","3","0","0.0"
"宇乃音亜季","2","0","0.0"
"梅田貴公美","7","0","0.0"
"浦和めぐみ","6","0","0.0"
"雨蘭咲木子","5","0","0.0"
"宇和川恵美","1","0","0.0"
"江場梨絵子","1","0","0.0"
"えもりえりこ","2","0","0.0"
"江森浩子","10","0","0.0"
"江里夏","3","0","0.0"
"遠藤さやか","1","0","0.0"
"遠藤智佳","1","0","0.0"
"遠藤みやこ","2","0","0.0"
"大井麻利衣","7","0","0.0"
"大久保藍子","3","0","0.0"
"大久保英恵","2","0","0.0"
"大河内雅子","1","0","0.0"
"大下菜摘","2","0","0.0"
"太田五葵","4","0","0.0"
"大津愛理","12","0","0.0"
"大塚琴美","4","0","0.0"
"大塚みずえ","4","0","0.0"
"鳳芳野","5","0","0.0"
"大室佳奈","8","0","0.0"
"小笠原亜里沙","3","0","0.0"
"岡田栄美","23","0","0.0"
"岡田幸子","6","0","0.0"
"岡田恵","13","0","0.0"
"岡本ナミ","4","0","0.0"
"岡本嘉子","2","0","0.0"
