"声優","出演数","メイン","メイン率"
"堀越知恵","5","0","0.0"
"升望","5","0","0.0"
"水田わさび","5","0","0.0"
"村井理沙子","5","0","0.0"
"森嵜美穂","5","0","0.0"
"杜野まこ","5","2","0.4"
"山北早紀","5","1","0.2"
"山口眞弓","5","1","0.2"
"山田悠希","5","2","0.4"
"湯屋敦子","5","0","0.0"
"吉岡さくら","5","0","0.0"
"よのひかり","5","0","0.0"
"渡辺未来 (声優)","5","2","0.4"
"相内沙英","4","1","0.25"
"青木和代","4","0","0.0"
"あおきさやか","4","0","0.0"
"青山吉能","4","1","0.25"
"浅井晴美","4","0","0.0"
"麻見順子","4","0","0.0"
"有馬瑞香","4","0","0.0"
"有賀由樹子","4","0","0.0"
"飯田里穂","4","4","1.0"
"石川桃子","4","0","0.0"
"石塚さより","4","1","0.25"
"石橋美佳","4","0","0.0"
"伊藤はるか","4","0","0.0"
"井ノ上奈々","4","2","0.5"
"うさみともこ","4","0","0.0"
"うのちひろ","4","2","0.5"
"宇山玲加","4","1","0.25"
"桜咲千依","4","2","0.5"
"太田五葵","4","0","0.0"
"大塚琴美","4","0","0.0"
"大塚みずえ","4","0","0.0"
"岡本ナミ","4","0","0.0"
"影山灯","4","1","0.25"
"加藤沙織","4","0","0.0"
"加藤奈々絵","4","0","0.0"
"郁原ゆう","4","0","0.0"
"鎌田梢","4","0","0.0"
"河村梨恵","4","0","0.0"
"喜田あゆ美","4","0","0.0"
"木下鈴奈","4","2","0.5"
"金月真美","4","1","0.25"
"黒瀬ゆうこ","4","0","0.0"
"越川詩織","4","0","0.0"
"小林愛","4","0","0.0"
"小林桂子","4","1","0.25"
"小日向みわ","4","0","0.0"
"小見山佳巳","4","0","0.0"
"榊原奈緒子","4","0","0.0"
"榊原ゆい","4","0","0.0"
"桜木アミサ","4","0","0.0"
"沢井美優","4","0","0.0"
"志田有彩","4","0","0.0"
"島形麻衣奈","4","1","0.25"
"志村まり子","4","0","0.0"
"城雅子","4","0","0.0"
"新谷真弓","4","1","0.25"
"杉原美和","4","0","0.0"
"高岡香","4","0","0.0"
"高島雅羅","4","0","0.0"
"高瀬朝季","4","0","0.0"
"宝木久美","4","1","0.25"
"滝沢ロコ","4","0","0.0"
"田澤利依子","4","1","0.25"
"田中メイ","4","0","0.0"
"田野めぐみ","4","0","0.0"
"津川祝子","4","0","0.0"
"月野原みわ","4","0","0.0"
"津久井彩文","4","2","0.5"
"津田沼真利","4","0","0.0"
"鶴ひろみ","4","1","0.25"
"徳島未彩","4","0","0.0"
"富沢美智恵","4","0","0.0"
"冨永みーな","4","0","0.0"
"中隈志保","4","3","0.75"
"中里望","4","0","0.0"
"永澤菜教","4","0","0.0"
"長沢直美","4","0","0.0"
"中田沙奈枝","4","0","0.0"
"永野愛","4","0","0.0"
"中村知子","4","0","0.0"
"渚兎奈","4","0","0.0"
"夏樹リオ","4","0","0.0"
"七瀬彩夏","4","1","0.25"
"成田紗矢香","4","0","0.0"
"根本流風","4","1","0.25"
"野川さくら","4","1","0.25"
"野沢由香里","4","0","0.0"
"野村須磨子","4","0","0.0"
"PILE","4","3","0.75"
"羽飼まり","4","0","0.0"
"早瀬莉花","4","1","0.25"
"原奈津子","4","3","0.75"
"春野ななみ","4","0","0.0"
"潘恵子","4","0","0.0"
"引田有美","4","0","0.0"
"疋田涼子","4","0","0.0"
"藤田彩","4","0","0.0"
"藤東知夏","4","0","0.0"
"渕崎ゆり子","4","0","0.0"
"堀野紗也加","4","1","0.25"
"前原未晴","4","0","0.0"
"MACHICO","4","1","0.25"
"松浦チエ","4","0","0.0"
"松岡洋子 (声優)","4","0","0.0"
"松本さち","4","1","0.25"
"三浦雅子","4","0","0.0"
"御沓優子","4","0","0.0"
"三田ゆう子","4","0","0.0"
"道井悠","4","1","0.25"
"美馬利恵子","4","0","0.0"
"棟方真梨子","4","0","0.0"
"森綾香","4","0","0.0"
"森田樹優","4","0","0.0"
"柳沢三千代","4","0","0.0"
"やなせなつみ","4","2","0.5"
"柳瀬なつみ","4","2","0.5"
"山口享佑子","4","0","0.0"
"山崎バニラ","4","0","0.0"
"山田ふしぎ","4","0","0.0"
"山本絵美 (声優)","4","0","0.0"
"山本麻里安","4","1","0.25"
"吉井彩実","4","0","0.0"
"吉川未来","4","0","0.0"
"若林直美","4","2","0.5"
"渡辺はるか","4","0","0.0"
"渡辺美佐 (声優)","4","0","0.0"
"藍川千尋","3","0","0.0"
"アサコ","3","0","0.0"
"新千恵子","3","0","0.0"
"阿部彬名","3","1","0.3333333333333333"
"阿部里果","3","0","0.0"
"五十嵐麗","3","0","0.0"
"池田果奈子","3","0","0.0"
"池田昌子","3","0","0.0"
"石嶋久仁子","3","0","0.0"
"石田嘉代","3","0","0.0"
"一龍斎貞友","3","1","0.3333333333333333"
"一色まゆ","3","0","0.0"
"伊藤葉純","3","0","0.0"
"伊藤葉子","3","0","0.0"
"犬山イヌコ","3","3","1.0"
"岩居由希子","3","1","0.3333333333333333"
"内海慶子","3","0","0.0"
"江里夏","3","0","0.0"
"大久保藍子","3","0","0.0"
"小笠原亜里沙","3","0","0.0"
"尾崎恵","3","0","0.0"
"押山沙織","3","0","0.0"
"折戸マリ","3","0","0.0"
"笠原あきら","3","0","0.0"
"笠原留美","3","0","0.0"
"加藤有生子","3","0","0.0"
"加藤優里","3","0","0.0"
"加藤祐梨","3","0","0.0"
"金子未佳","3","0","0.0"
"加納千秋","3","0","0.0"
"亀中理恵子","3","0","0.0"
"河野茉莉","3","0","0.0"
"北方奈月","3","0","0.0"
"北西純子","3","0","0.0"
"木野日菜","3","0","0.0"
"木下紗華","3","0","0.0"
"桐谷蝶々","3","0","0.0"
"楠ひなた","3","0","0.0"
"熊谷ニーナ","3","0","0.0"
"倉口桃","3","0","0.0"
"こうち澪","3","0","0.0"
"古城望","3","0","0.0"
"小橋里美","3","0","0.0"
"小橋知子","3","0","0.0"
"小松真奈","3","0","0.0"
"小山茉美","3","0","0.0"
"サエキトモ","3","1","0.3333333333333333"
"坂戸こまつな","3","0","0.0"
"佐久間紅美","3","0","0.0"
"笹井千恵子","3","0","0.0"
"佐々木愛 (声優)","3","0","0.0"
"笹本優子","3","0","0.0"
"佐藤朱","3","0","0.0"
"眞田朱音","3","0","0.0"
"篠宮沙弥","3","1","0.3333333333333333"
"新出ななみ","3","0","0.0"
"杉浦慶子","3","0","0.0"
"杉田菜摘","3","1","0.3333333333333333"
"杉本沙織","3","1","0.3333333333333333"
"すずきけいこ","3","3","1.0"
"鈴木砂織","3","1","0.3333333333333333"
"鈴木みえ","3","1","0.3333333333333333"
"高木美佑","3","2","0.6666666666666666"
"高野直子 (声優)","3","3","1.0"
"高森奈緒","3","0","0.0"
"滝沢久美子","3","0","0.0"
"田口香織","3","0","0.0"
"立花理香","3","1","0.3333333333333333"
"達依久子","3","0","0.0"
"田中杏沙","3","0","0.0"
"田村聖子","3","0","0.0"
"千々松幸子","3","0","0.0"
"千葉紗子","3","1","0.3333333333333333"
"鉄炮塚葉子","3","0","0.0"
"寺崎彩乃","3","1","0.3333333333333333"
"富田美憂","3","1","0.3333333333333333"
"名賀亜美","3","0","0.0"
"中嶋佳葉","3","0","0.0"
"長島光那","3","0","0.0"
"中島唯 (声優)","3","1","0.3333333333333333"
"長弘翔子","3","0","0.0"
"永吉ユカ","3","0","0.0"
"永吉由佳","3","0","0.0"
"夏日凜子","3","0","0.0"
"鳴海エリカ","3","0","0.0"
"新名彩乃","3","0","0.0"
"西村麻弥","3","0","0.0"
"野一祐子","3","0","0.0"
"はやみけい","3","0","0.0"
"東さおり","3","0","0.0"
"疋田由香里","3","0","0.0"
"樋口あかり","3","0","0.0"
"一杉佳澄","3","0","0.0"
"兵藤まこ","3","0","0.0"
"平野妹","3","1","0.3333333333333333"
"藤田淑子","3","1","0.3333333333333333"
"細野雅世","3","0","0.0"
"堀川千華","3","0","0.0"
"堀中優希","3","0","0.0"
"本多陽子","3","0","0.0"
"本間ゆかり","3","0","0.0"
"前田あやの","3","0","0.0"
"前田敏子","3","0","0.0"
"真壁かずみ","3","0","0.0"
"槙口みき","3","0","0.0"
"増田ゆき","3","0","0.0"
"松本彩乃","3","0","0.0"
"丸山ゆう","3","0","0.0"
"水口まつり","3","0","0.0"
"三村ゆうな","3","1","0.3333333333333333"
"宮崎羽衣","3","1","0.3333333333333333"
"宮島依里","3","0","0.0"
"宮本侑芽","3","2","0.6666666666666666"
"むたあきこ","3","0","0.0"
"村井かずさ","3","0","0.0"
"村田知沙","3","0","0.0"
"桃森すもも","3","0","0.0"
"もりなつこ","3","0","0.0"
"山崎ゆう子","3","0","0.0"
"山根希美","3","1","0.3333333333333333"
"山本綾","3","0","0.0"
"力丸乃りこ","3","1","0.3333333333333333"
"和田京子","3","0","0.0"
"相田さやか","2","0","0.0"
"相橋愛子","2","0","0.0"
"朝樹りさ","2","1","0.5"
"浅倉弦希","2","0","0.0"
"安達忍","2","0","0.0"
"天田有希子","2","0","0.0"
"荒木香衣","2","0","0.0"
"有賀由衣","2","0","0.0"
"安西英美","2","0","0.0"
"池辺久美子","2","1","0.5"
"石井ゆき","2","0","0.0"
"石毛佐和","2","0","0.0"
"石原舞","2","0","0.0"
"伊藤実華","2","1","0.5"
"稲村優奈","2","1","0.5"
"井本ケイ","2","0","0.0"
"岩崎可苗","2","2","1.0"
"宇乃音亜季","2","0","0.0"
"えもりえりこ","2","0","0.0"
"遠藤みやこ","2","0","0.0"
"大久保英恵","2","0","0.0"
"大下菜摘","2","0","0.0"
"大山のぶ代","2","1","0.5"
"岡本嘉子","2","0","0.0"
"小幡真裕","2","0","0.0"
"角元明日香","2","1","0.5"
"柏木美優","2","0","0.0"
"片山加奈","2","0","0.0"
"唐沢潤","2","0","0.0"
"河合久美","2","2","1.0"
"川上莉央","2","0","0.0"
"川名真知子","2","0","0.0"
"久保田恵","2","1","0.5"
"小市眞琴","2","2","1.0"
"幸田夏穂","2","0","0.0"
"國分優香里","2","1","0.5"
"後藤早紀","2","1","0.5"
"小林けい","2","0","0.0"
"小林希唯","2","0","0.0"
"小林眞紀","2","0","0.0"
"小林美晴","2","1","0.5"
"駒形友梨","2","1","0.5"
"小松里歌","2","1","0.5"
"小松里賀","2","1","0.5"
"小宮和枝","2","0","0.0"
"こやまきみこ","2","0","0.0"
"小山真実","2","0","0.0"
"咲乃藍里","2","0","0.0"
"桜井春名","2","1","0.5"
"桜川朝恵","2","0","0.0"
"佐古真弓","2","0","0.0"
"佐々梨花","2","0","0.0"
"佐々木詩帆","2","1","0.5"
"笹森亜希","2","0","0.0"
"里郁美","2","0","0.0"
"佐原宇奈","2","0","0.0"
"沢田泉","2","0","0.0"
"鹿野潤","2","0","0.0"
"芝原チヤコ","2","0","0.0"
"嶋方淳子","2","0","0.0"
"荘司美代子","2","0","0.0"
"白石冬美","2","0","0.0"
"白川万紗子","2","0","0.0"
"須藤祐実","2","0","0.0"
"瀬那歩美","2","0","0.0"
"宗川めぐみ","2","0","0.0"
"曽和まどか","2","2","1.0"
"太地琴恵","2","0","0.0"
"平良亜弓","2","0","0.0"
"田浦環","2","0","0.0"
"高井舞香","2","0","0.0"
"高木早苗","2","0","0.0"
"高木友梨香","2","0","0.0"
"高橋美月","2","0","0.0"
"竹口安芸子","2","0","0.0"
"立花芽恵夢","2","0","0.0"
"たなか久美","2","2","1.0"
"谷井あすか","2","0","0.0"
"珠木のぞみ","2","0","0.0"
"月本皇子","2","0","0.0"
"土屋真由美","2","0","0.0"
"寺瀬今日子","2","0","0.0"
"中川里江","2","0","0.0"
"長嶋はるか","2","1","0.5"
"永田亮子","2","0","0.0"
"仲西環","2","1","0.5"
"中西裕美子","2","0","0.0"
"中道美穂子","2","2","1.0"
"並木のり子","2","0","0.0"
"ならはしみき","2","0","0.0"
"新田万紀子","2","0","0.0"
"葉月絵理乃","2","0","0.0"
"林摩理子","2","0","0.0"
"日野由利加","2","0","0.0"
"氷青","2","0","0.0"
"深町彩里","2","0","0.0"
"深水由美","2","0","0.0"
"藤井アユ美","2","0","0.0"
"藤田昌代","2","0","0.0"
"藤田由美子","2","0","0.0"
"藤本葵","2","0","0.0"
"藤原由林","2","0","0.0"
"洞内愛","2","0","0.0"
"本多知恵子","2","0","0.0"
"松井桃子","2","0","0.0"
"松尾佳子","2","0","0.0"
"松久保いほ","2","0","0.0"
"松島みのり","2","0","0.0"
"松谷彼哉","2","0","0.0"
"三浦綾乃","2","0","0.0"
"みさお","2","0","0.0"
"水落幸子","2","0","0.0"
"峰あつ子","2","0","0.0"
"宮原永海","2","0","0.0"
"ミルノ純","2","1","0.5"
"三輪勝恵","2","1","0.5"
"村上はるみ","2","0","0.0"
"村上まどか","2","0","0.0"
"桃河りか","2","2","1.0"
"森夏姫","2","0","0.0"
"森中葵","2","0","0.0"
"安田奈緒子","2","0","0.0"
"山像かおり","2","0","0.0"
"山口繭","2","0","0.0"
"山下亜矢香","2","0","0.0"
"山田みほ","2","0","0.0"
"山本百合子","2","0","0.0"
"結名美月","2","1","0.5"
"吉岡沙知","2","0","0.0"
"吉沢希梨","2","0","0.0"
"吉田小南美","2","0","0.0"
"芳村れいな","2","0","0.0"
"米丸歩","2","0","0.0"
"若菜よう子","2","0","0.0"
"渡部恵子","2","1","0.5"
"渡辺菜生子","2","0","0.0"
"渡邉佳美","2","0","0.0"
"青木志貴","1","0","0.0"
"明石香織","1","0","0.0"
"赤土眞弓","1","0","0.0"
"紅波柚香","1","0","0.0"
"浅井淑子 (声優)","1","0","0.0"
"朝田実依","1","0","0.0"
"安達まり","1","0","0.0"
"阿部玲子","1","0","0.0"
"飯島美春","1","0","0.0"
"飯田奈保美","1","0","0.0"
"五十嵐由佳","1","0","0.0"
"池崎リョウ","1","0","0.0"
"池田千草","1","0","0.0"
"石川悦子","1","0","0.0"
"石村知子","1","0","0.0"
"一田梨江","1","0","0.0"
"伊東久美子","1","0","0.0"
"井上奈々子","1","1","1.0"
"井上優佳","1","0","0.0"
"上田茜","1","0","0.0"
"宇和川恵美","1","0","0.0"
"永野愛理","1","1","1.0"
"江場梨絵子","1","0","0.0"
"遠藤さやか","1","0","0.0"
"遠藤智佳","1","0","0.0"
"大河内雅子","1","0","0.0"
"雄賀多あや","1","1","1.0"
"小倉結衣","1","0","0.0"
"尾小平志津香","1","0","0.0"
"落合るみ","1","0","0.0"
"小幡あけみ","1","0","0.0"
"小原乃梨子","1","0","0.0"
"海保えりか","1","1","1.0"
"角田紗里","1","0","0.0"
"梶田夕貴","1","0","0.0"
"春日萌衣","1","0","0.0"
"勝田晶子","1","0","0.0"
"葛城七穂","1","0","0.0"
"兼田奈緒子","1","0","0.0"
"上川ゆう","1","0","0.0"
"亀岡真美","1","0","0.0"
"川崎恵理子","1","0","0.0"
"川島美菜子","1","0","0.0"
"川浪葉子","1","0","0.0"
"川端麻衣","1","0","0.0"
"神崎ちろ","1","0","0.0"
"木内レイコ","1","0","0.0"
"菊池由起子","1","0","0.0"
"北原美和","1","0","0.0"
"きっかわ佳代","1","0","0.0"
"木藤聡子","1","0","0.0"
"来宮良子","1","0","0.0"
"木村まどか","1","0","0.0"
"桐原明良","1","0","0.0"
"桐村まり","1","0","0.0"
"日下ちひろ","1","0","0.0"
"黒田友佳","1","0","0.0"
"小池亜希子","1","0","0.0"
"幸田直子","1","0","0.0"
"倖月美和","1","0","0.0"
"高野菜々","1","0","0.0"
"小暮英麻","1","0","0.0"
"小島めぐみ","1","0","0.0"
"小林美奈","1","0","0.0"
"小林元子","1","0","0.0"
"小松美智子","1","0","0.0"
"彩木香里","1","0","0.0"
"斉藤祐子","1","0","0.0"
"斉藤梨絵","1","0","0.0"
"坂井恭子","1","0","0.0"
"坂井寿美江","1","0","0.0"
"酒井玲","1","0","0.0"
"阪田佳代","1","0","0.0"
"佐々木静香","1","0","0.0"
"佐々木優子","1","0","0.0"
"貴家堂子","1","0","0.0"
"佐藤泉美","1","0","0.0"
"佐藤しのぶ (声優)","1","0","0.0"
"佐藤晴香","1","0","0.0"
"塩山由佳","1","0","0.0"
"重松朋","1","0","0.0"
"SHIZUKU","1","0","0.0"
"志乃宮風子","1","0","0.0"
"嶋村カオル","1","0","0.0"
"清水みか","1","0","0.0"
"白川澄子","1","0","0.0"
"白鳥由里","1","0","0.0"
"杉山佳寿子","1","1","1.0"
"杉山由恵","1","1","1.0"
"須沢朝美","1","0","0.0"
"鈴木みこ","1","0","0.0"
"住友七絵","1","0","0.0"
"諏訪ななか","1","1","1.0"
"関根明子 (声優)","1","0","0.0"
"瀬戸奈保子","1","0","0.0"
"園田恵子","1","0","0.0"
"田内夏子","1","0","0.0"
"互野ちひろ","1","0","0.0"
"高口幸子","1","0","0.0"
"高田初美","1","1","1.0"
"高橋あみか","1","0","0.0"
"高橋ひろ子","1","0","0.0"
"高橋美紀","1","0","0.0"
"高平成美","1","0","0.0"
"滝万沙子","1","0","0.0"
"多岐川まり子","1","0","0.0"
"武石あゆ実","1","0","0.0"
"竹内仁美","1","0","0.0"
"竹谷祥","1","0","0.0"
"竹村叔子","1","0","0.0"
"田代有紀","1","0","0.0"
"立野香菜子","1","1","1.0"
"田中晶子 (声優)","1","0","0.0"
"棚田恵美子","1","0","0.0"
"田村美奈江","1","0","0.0"
"TARAKO","1","1","1.0"
"タルタエリ","1","0","0.0"
"椿理沙","1","0","0.0"
"鶴野恭子","1","0","0.0"
"寺島愛","1","0","0.0"
"時田光","1","0","0.0"
"戸田亜紀子","1","0","0.0"
"巴奎依","1","0","0.0"
"豊島まさみ","1","0","0.0"
"NAO (1985年生の歌手)","1","0","0.0"
"直木萌美","1","0","0.0"
"仲尾あづさ","1","0","0.0"
"中田愛乃","1","0","0.0"
"中西みなみ","1","0","0.0"
"長浜満里子","1","0","0.0"
"中山さら","1","0","0.0"
"中山真奈美","1","0","0.0"
"七沢心","1","0","0.0"
"波岡晶子","1","0","0.0"
"成瀬未亜","1","0","0.0"
"仁後真耶子","1","0","0.0"
"西川宏美","1","0","0.0"
"西口有香","1","0","0.0"
"野崎紘夢","1","0","0.0"
"野瀬碧里","1","0","0.0"
"野村道子","1","0","0.0"
"萩森じゅん子","1","0","0.0"
"羽吹梨里","1","0","0.0"
"早川真由","1","0","0.0"
"春宮茉由","1","0","0.0"
"板東愛","1","0","0.0"
"柊美冬","1","0","0.0"
"久嶋志帆","1","0","0.0"
"平井理子","1","0","0.0"
"平田宏美","1","0","0.0"
"平田由季","1","0","0.0"
"平辻朝子","1","0","0.0"
"平山縁","1","0","0.0"
"廣田詩夢","1","0","0.0"
"弘中くみ子","1","0","0.0"
"藤貴子","1","0","0.0"
"藤井佳代子","1","0","0.0"
"藤井麻理子","1","0","0.0"
"藤生聖子","1","0","0.0"
"ふじたれいこ","1","0","0.0"
"藤巻恵理子","1","0","0.0"
"藤本喜久子","1","0","0.0"
"文月くん","1","0","0.0"
"降幡愛","1","1","1.0"
"古原奈々","1","1","1.0"
"星野千寿子","1","0","0.0"
"細川量代","1","0","0.0"
"堀田あすか","1","0","0.0"
"真柴摩利","1","0","0.0"
"松金よね子","1","0","0.0"
"松川奈央","1","0","0.0"
"真中桂子","1","0","0.0"
"丸山優子","1","0","0.0"
"満仲由紀子","1","1","1.0"
"御崎朱美","1","0","0.0"
"水間まき","1","1","1.0"
"水間友美","1","0","0.0"
"溝脇しほみ","1","0","0.0"
"峯香織","1","0","0.0"
"峰かずこ","1","0","0.0"
"みやかわ香月","1","0","0.0"
"三宅華也","1","0","0.0"
"宮崎珠子","1","0","0.0"
"宮寺智子","1","0","0.0"
"深雪さなえ","1","0","0.0"
"三好りえ","1","0","0.0"
"武藤志織","1","1","1.0"
"室井深雪","1","0","0.0"
"桃瀬あやみ","1","0","0.0"
"森うたう","1","0","0.0"
"森ひろ子","1","0","0.0"
"門田幸子 (声優)","1","0","0.0"
"安原麗子","1","1","1.0"
"八十川真由野","1","0","0.0"
"柳井久代","1","0","0.0"
"柳沢真由美","1","0","0.0"
"山口茜 (声優)","1","0","0.0"
"山口奈々","1","0","0.0"
"山口裕美子","1","0","0.0"
"山下真琴","1","0","0.0"
"山田きのこ","1","0","0.0"
"山本圭子","1","0","0.0"
"結下みちる","1","0","0.0"
"柚原有里","1","0","0.0"
"弓場沙織","1","0","0.0"
"吉住梢","1","0","0.0"
"吉田美保","1","0","0.0"
"吉成由貴","1","0","0.0"
"米本千珠","1","0","0.0"
"若林彩子","1","0","0.0"
"和久田み晴","1","0","0.0"
"渡辺優奈","1","0","0.0"
"渡辺広子","1","0","0.0"
"阿井りんな","0","0","NaN"
"相生千恵子","0","0","NaN"
"藍川珪","0","0","NaN"
"逢川じゅん","0","0","NaN"
"逢川奈々","0","0","NaN"
"逢川亮子","0","0","NaN"
"アイクル","0","0","NaN"
"相沢あすか","0","0","NaN"
"相沢恵子","0","0","NaN"
"会沢咲","0","0","NaN"
"相沢二葉","0","0","NaN"
"相澤みちる","0","0","NaN"
"相沢梨紗","0","0","NaN"
"逢田梨香子","0","0","NaN"
"合野都","0","0","NaN"
"逢葉まどか","0","0","NaN"
"相葉ゆきこ","0","0","NaN"
"愛原瑞生","0","0","NaN"
"相元ゆうき","0","0","NaN"
"相本結香","0","0","NaN"
"AIRI (声優)","0","0","NaN"
"アイリーン&エリカ","0","0","NaN"
"あえか (声優)","0","0","NaN"
"葵時緒","0","0","NaN"
"蒼井のぞみ","0","0","NaN"
"あおいひとみ","0","0","NaN"
"青井美海","0","0","NaN"
"葵わかな","0","0","NaN"
"青川ナガレ","0","0","NaN"
"青木静香","0","0","NaN"
"青木菜な","0","0","NaN"
"青木まゆこ","0","0","NaN"
"青木瑠璃子","0","0","NaN"
"蒼桐かこ","0","0","NaN"
"青空ラムネ","0","0","NaN"
"青羽美代子","0","0","NaN"
"青葉りんご","0","0","NaN"
"青山華","0","0","NaN"
"青山美帆","0","0","NaN"
"青山ゆかり","0","0","NaN"
"あかいとまと","0","0","NaN"
"赤池裕美子","0","0","NaN"
"あかがわまき","0","0","NaN"
"赤川美咲","0","0","NaN"
"赤木美絵","0","0","NaN"
"赤白杏奈","0","0","NaN"
"赤司弓妃","0","0","NaN"
"茜部真弓","0","0","NaN"
"赤間麻里子","0","0","NaN"
"安芸けい子","0","0","NaN"
"AKIKO (声優)","0","0","NaN"
"秋田まどか","0","0","NaN"
"秋月まい","0","0","NaN"
"秋共憬希","0","0","NaN"
"秋奈","0","0","NaN"
"秋野花","0","0","NaN"
"秋野ひとみ (女優)","0","0","NaN"
"秋葉秋","0","0","NaN"
"秋葉好美","0","0","NaN"
"秋葉モモ代","0","0","NaN"
"秋元千賀子","0","0","NaN"
"秋本理央","0","0","NaN"
"秋谷智子","0","0","NaN"
"秋山依里","0","0","NaN"
"秋山久美","0","0","NaN"
"あきやまひかり","0","0","NaN"
"秋山嘉子","0","0","NaN"
"あきやまるな","0","0","NaN"
"安玖深音","0","0","NaN"
"明野響香","0","0","NaN"
"浅井清己","0","0","NaN"
"麻丘夏未","0","0","NaN"
"朝丘雪路","0","0","NaN"
"朝香雅恵","0","0","NaN"
"朝香みぃあ","0","0","NaN"
"浅川みゆ起","0","0","NaN"
"朝咲そよ","0","0","NaN"
"浅木舞","0","0","NaN"
"朝倉奏美","0","0","NaN"
"朝倉佐知","0","0","NaN"
"浅田葉子","0","0","NaN"
"浅野麻理亜","0","0","NaN"
"浅野るり","0","0","NaN"
"浅羽柚花","0","0","NaN"
"朝比奈優樹","0","0","NaN"
"あさみほとり","0","0","NaN"
"朝宮咲","0","0","NaN"
"あさむらまほり","0","0","NaN"
"あさり☆","0","0","NaN"
"あじ秋刀魚","0","0","NaN"
"芦澤亜希子","0","0","NaN"
"芦名星","0","0","NaN"
"ASHIR","0","0","NaN"
"東恵美子","0","0","NaN"
"東かりん","0","0","NaN"
"東花梨","0","0","NaN"
"東美江","0","0","NaN"
"麻生かほ里","0","0","NaN"
"麻生まどか","0","0","NaN"
"麻生みつ子","0","0","NaN"
"麻生美代子","0","0","NaN"
"麻生侑里","0","0","NaN"
"足立朱美","0","0","NaN"
"阿谷ほのか","0","0","NaN"
"安谷屋なぎさ","0","0","NaN"
"新子夏代","0","0","NaN"
"亜月ちえみ","0","0","NaN"
"あづみれいか","0","0","NaN"
"亜波智子","0","0","NaN"
"姉崎公美","0","0","NaN"
"阿部加奈江","0","0","NaN"
"阿部桐子","0","0","NaN"
"阿部幸恵","0","0","NaN"
"阿部寿美子","0","0","NaN"
"阿部道子 (声優)","0","0","NaN"
"安倍ようこ","0","0","NaN"
"あべるみ","0","0","NaN"
"天乙准花","0","0","NaN"
"雨谷和砂","0","0","NaN"
"天川みるく","0","0","NaN"
"尼子真理","0","0","NaN"
"天沙羽恵美","0","0","NaN"
"天瀬まゆ","0","0","NaN"
"天地総子","0","0","NaN"
"雨津さえ","0","0","NaN"
"天野亜希子","0","0","NaN"
"天野エリカ","0","0","NaN"
"天野かなで","0","0","NaN"
"天乃そら","0","0","NaN"
"あまの晴奈","0","0","NaN"
"天野有希子","0","0","NaN"
"天海祐希","0","0","NaN"
"天水るみ","0","0","NaN"
"雨宮玖二子","0","0","NaN"
"雨宮侑布","0","0","NaN"
"雨宮悠香","0","0","NaN"
"雨宮かずみ","0","0","NaN"
"雨宮夕夏","0","0","NaN"
"AYA (声優)","0","0","NaN"
"アヤカ・ウィルソン","0","0","NaN"
"綾川りの","0","0","NaN"
"綾崎みき","0","0","NaN"
"綾瀬あかり","0","0","NaN"
"綾瀬マリア","0","0","NaN"
"彩世ゆう","0","0","NaN"
"彩瀬ゆり","0","0","NaN"
"綾音まこ","0","0","NaN"
"AYANO (タレント)","0","0","NaN"
"綾部結花","0","0","NaN"
"AYAMI (アニソン歌手)","0","0","NaN"
"彩夢","0","0","NaN"
"鮎川ひなた","0","0","NaN"
"歩河みぃな","0","0","NaN"
"AYUMI.","0","0","NaN"
"歩サラ","0","0","NaN"
"荒井洸子","0","0","NaN"
"あらいしずか","0","0","NaN"
"新井田雅樹","0","0","NaN"
"荒川ちか","0","0","NaN"
"荒川美奈子","0","0","NaN"
"荒木香恵","0","0","NaN"
"荒木雅子","0","0","NaN"
"荒木道子","0","0","NaN"
"新世有希乃","0","0","NaN"
"あらまり","0","0","NaN"
"有賀桃","0","0","NaN"
"有崎由見子","0","0","NaN"
"有島モユ","0","0","NaN"
"ありす","0","0","NaN"
"有栖川みや美","0","0","NaN"
"有栖川ゆき","0","0","NaN"
"有田麻里","0","0","NaN"
"有野いく","0","0","NaN"
"有馬ゆみこ","0","0","NaN"
"荒砂ゆき","0","0","NaN"
"杏子御津","0","0","NaN"
"杏花","0","0","NaN"
"安藤ありさ","0","0","NaN"
"あんどうさくら","0","0","NaN"
"安藤紫緒","0","0","NaN"
"安藤瞳","0","0","NaN"
"安藤麻吹","0","0","NaN"
"安藤みどり","0","0","NaN"
"安堂りゅう","0","0","NaN"
"安奈ゆかり","0","0","NaN"
"飯島晶子","0","0","NaN"
"飯島綾子","0","0","NaN"
"飯島真理","0","0","NaN"
"飯田かおり","0","0","NaN"
"飯田空","0","0","NaN"
"飯沼希歩","0","0","NaN"
"飯野汐里","0","0","NaN"
"飯野茉優","0","0","NaN"
"飯野ユウ","0","0","NaN"
"井浦愛","0","0","NaN"
"筏井かなえ","0","0","NaN"
"五十嵐愛子","0","0","NaN"
"五十嵐美鈴","0","0","NaN"
"井川桜子","0","0","NaN"
"生田智子","0","0","NaN"
"生田未歩","0","0","NaN"
"池上麻里子","0","0","NaN"
"生月歩花","0","0","NaN"
"池田ひかる","0","0","NaN"
"池田道枝","0","0","NaN"
"池田愛 (1988年生)","0","0","NaN"
"池田和歌子","0","0","NaN"
"いけながあいみ","0","0","NaN"
"池本小百合","0","0","NaN"
"池脇千鶴","0","0","NaN"
